Feature,Importance
Product_ID_P00102342,1452.0258820669671
Product_ID_P00178242,1441.5348271332653
Product_ID_P00250242,1424.738883801663
Product_ID_P00265242,1419.4888316503555
Product_ID_P00254242,1395.3438841992872
Product_ID_P00350942,1392.1683015983585
Product_ID_P00331042,1390.8745000045453
Product_ID_P00088942,1386.816551903724
Product_ID_P00330442,1380.958250494391
Product_ID_P00216742,1377.9486803032692
Product_ID_P00117942,1377.317204473572
Product_ID_P00027642,1368.6034348457886
Product_ID_P00191042,1364.5958950370243
Product_ID_P00129742,1363.9843012169156
Product_ID_P00109142,1360.2020294819888
Product_ID_P00042142,1359.7807944352878
Product_ID_P00028442,1357.9568208582896
Product_ID_P00136342,1357.334170704927
Product_ID_P00118042,1356.5845066138247
Product_ID_P00336942,1355.5527217300635
Product_ID_P00085842,1344.6695672804024
Product_ID_P00312142,1336.1163307055256
Product_ID_P00359642,1334.7037961653994
Product_ID_P00259742,1327.5341970913055
Product_ID_P00158742,1326.6724087526425
Product_ID_P00135642,1322.3709190290526
Product_ID_P00125042,1321.5644278452216
Product_ID_P0095842,1314.736003839558
Product_ID_P00152242,1310.867036607025
Product_ID_P00218442,1308.99997399668
Product_ID_P00198042,1305.1618460774898
Product_ID_P00240242,1303.9720407620505
Product_ID_P00307442,1303.7314433794352
Product_ID_P00103042,1292.4211798097028
Product_ID_P00325742,1287.8567994818447
Product_ID_P00212242,1283.448862942157
Product_ID_P00006942,1281.7767613204685
Product_ID_P00295742,1265.2112123717359
Product_ID_P00130642,1261.0815480874692
Product_ID_P00228042,1256.0083181021364
Product_ID_P0099442,1255.4903820990392
Product_ID_P00001742,1254.4990566028087
Product_ID_P00066942,1252.0231724451298
Product_ID_P00051642,1250.2230132817433
Product_ID_P00111142,1245.7120191500796
Product_ID_P00301842,1237.8601433354195
Product_ID_P00068942,1227.7272512726206
Product_ID_P00177942,1227.7177398216907
Product_ID_P00128242,1225.8628912556537
Product_ID_P00139842,1225.1730907366064
Product_ID_P00251542,1207.40844788457
Product_ID_P00070342,1207.227108050655
Product_ID_P00246742,1206.1935787486348
Product_ID_P00191342,1201.762132286242
Product_ID_P00000742,1200.6361089744832
Product_ID_P00149642,1194.1348788520588
Product_ID_P00031042,1177.3714302903265
Product_ID_P00045542,1171.556382608753
Product_ID_P00213942,1168.6388578464996
Product_ID_P00181842,1163.3226587829374
Product_ID_P00034642,1144.226823242681
Product_ID_P00324942,1143.5145726119902
Product_ID_P00110542,1139.896444050112
Product_ID_P00153842,1121.4621683430403
Product_ID_P00221542,1111.092280784565
Product_ID_P00113742,1105.7820114347162
Product_ID_P00170442,1090.0411667666483
Product_ID_P00357842,1089.4388397002124
Product_ID_P00034842,1061.881285003485
Product_ID_P00233442,1055.9376744021015
Product_ID_P00157142,1051.081562946874
Product_ID_P00190542,1050.647607940093
Product_ID_P00051842,1038.6383270685924
Product_ID_P00110042,1026.7301597857856
Product_ID_P00257542,1022.9420663751796
Product_ID_P00030842,1019.4009735784788
Product_ID_P00339842,1018.0978431428531
Product_ID_P00236942,1015.3821463354988
Product_ID_P00086442,1012.1946826955792
Product_ID_P00266442,993.6897109560917
Product_ID_P00116842,989.4790066959897
Product_ID_P00315542,980.4806728198374
Product_ID_P00133742,975.3420750698641
Product_ID_P00177642,970.0520691738476
Product_ID_P00337542,965.4368609778056
Product_ID_P00102142,961.457986298377
Product_ID_P00250842,959.2888214806396
Product_ID_P00075742,953.313380349122
Product_ID_P00005942,952.9215112524787
Product_ID_P00114542,951.7990591975773
Product_ID_P00011442,951.506946073957
Product_ID_P00272242,945.8439646157664
Product_ID_P00232542,934.387840423526
Product_ID_P00298242,925.0505772061084
Product_ID_P00258842,920.6864040341985
Product_ID_P00194142,915.594250909193
Product_ID_P00084342,903.6145328378947
Product_ID_P00230342,903.2499151198512
Product_ID_P00224542,900.3408293954384
Product_ID_P00156442,899.8760280672492
Product_ID_P00188942,899.5456274607367
Product_ID_P00257842,898.7597527345495
Product_ID_P00112342,897.0710037904909
Product_ID_P00049542,890.941729158878
Product_ID_P00000642,874.2595476362337
Product_ID_P00116742,872.4186911137256
Product_ID_P00053042,871.792719012712
Product_ID_P00046742,857.7145623478075
Product_ID_P00260442,857.6270764683759
Product_ID_P00268442,856.2848029998127
Age_Category_55+,846.9780910550073
Age_55+,846.9780910550073
Product_ID_P00334642,834.2631321962659
Product_ID_P00368642,832.5476650852589
Product_ID_P00249642,831.9536341023326
Product_ID_P00088342,827.4813392958946
Product_ID_P00297342,826.3236369013813
Product_ID_P00080342,819.1310997104945
Product_ID_P00024042,816.0520857322776
Product_ID_P00051442,811.0714014640125
Product_ID_P00258742,797.6054941123983
Product_ID_P00270942,792.6843502478775
Product_ID_P00282442,791.0288973997939
Product_ID_P00285442,788.0863902076378
Product_ID_P00252042,787.8555840753352
Product_ID_P00084442,780.0925591002059
Product_ID_P00081142,779.2848239115684
Product_ID_P00116242,773.4931377713147
Product_ID_P00332842,771.5671232104202
Product_ID_P00085442,765.0124315074503
Product_ID_P00129842,764.5750050278463
Product_ID_P00287842,759.534680285917
Product_ID_P00190142,754.3635166185344
Product_ID_P00158542,754.1929020596551
Product_ID_P00001442,750.6827140554684
Product_ID_P00211142,747.9832018323169
Product_ID_P00086742,736.6666587620402
Product_ID_P00004742,734.9334669555302
Product_ID_P00360242,724.2247782110624
Product_ID_P00089542,708.4019248346692
Product_ID_P00113242,704.9036131817584
Product_ID_P00218242,704.2822454735962
Product_ID_P00003642,700.2511549618555
Product_ID_P00274942,697.7886197418874
Product_ID_P00284742,697.6062876517088
Product_ID_P00324442,684.6545397979024
Product_ID_P00198142,676.0685604725292
Product_ID_P00065442,673.5359962719989
Product_ID_P00251842,668.0404995714597
Product_ID_P00267742,661.7327163202293
Product_ID_P00036842,655.6987159815221
Product_ID_P00187942,650.7031322125332
Product_ID_P00104542,650.0320128232908
Product_ID_P00362442,638.319216439737
City_Category_B,636.5869763051996
Product_ID_P00118242,629.3889023872971
Product_ID_P00263242,626.0717352964043
Product_ID_P00352142,618.9632008145351
Product_ID_P00028142,605.8637947773955
Product_ID_P00237142,601.3611436842144
Product_ID_P00117442,596.1831191077704
Product_ID_P00073842,594.7753991074352
Product_ID_P00221642,583.748629079517
Product_ID_P00042942,580.2053835730717
Product_ID_P00222842,567.3498431812351
Product_ID_P00061142,560.3545493391915
Product_ID_P00058042,559.8202003549176
Product_ID_P00105142,558.0416943982925
Product_ID_P00190342,557.6285436376753
Product_ID_P00171642,556.9260471862598
Product_ID_P00173842,551.6248408691991
Product_ID_P00014642,545.9526837797231
Product_ID_P00074642,544.5192657554267
Product_ID_P00115142,534.4011265045591
Age_Category_0-17,514.2701951630011
Age_0-17,514.2701951630011
Marital_Status,511.07536664502135
Product_ID_P00259242,510.8525680574319
Product_ID_P00104942,510.3700549722259
Product_ID_P00027542,503.6351620545389
Product_ID_P00178642,502.2943909627084
Product_ID_P00332142,480.8605895138953
Product_ID_P00370293,478.9440063821238
Product_ID_P00320542,475.0061362738925
Product_ID_P00021742,471.51712308752246
Product_ID_P00323942,467.3478492320229
Product_ID_P00141942,465.02886094907626
Age_Category_51-55,454.5629846665064
Age_51-55,454.5629846665064
Product_ID_P00375436,447.0301661393603
Product_ID_P00087042,436.10794899842654
Product_ID_P00331642,432.056689677388
Product_ID_P00303242,429.5290149864031
Product_ID_P00075942,420.9348057040884
Product_ID_P00234642,405.02247936706465
Product_ID_P00120542,403.7893756814243
City_Category_C,400.2069354488648
Product_ID_P00115642,397.04623153070634
Product_ID_P00205742,381.87745850401075
Product_ID_P00259842,376.9980233862249
Product_ID_P00033042,375.53479042956997
Product_ID_P00003442,374.26234977575126
Product_ID_P0099342,365.0493213120593
Product_ID_P00254142,363.2939525396323
Product_ID_P00112142,356.0586624910287
Gender_Code,355.3599115667432
Gender_M,355.3598065972807
Gender_F,355.3598065972807
Product_ID_P00317942,355.19761391347913
Product_ID_P00157542,353.49715302247137
Product_ID_P00332342,342.28776897154773
Product_ID_P00084842,337.9115499430369
Product_ID_P00346242,331.3946090804981
Product_ID_P00017542,325.4127967369319
Product_ID_P00149342,322.84431548027146
Product_ID_P00307342,321.8430825116843
Product_ID_P00319342,310.6419288237624
Product_ID_P00223642,304.00555877803015
